ФИО,ГодРождения,ГодСмерти,ЧислоДетей
Иванов Артем Петрович,2001,2021,11
Петров Иван Дмитриевич,1830,1877,2
Иванов Дмитрий Дмитриевич,1914,1990,13
Попов Владимир Алексеевич,1859,1988,7
Петров Владимир Сергеевич,1969,2010,5
Попов Артем Юрьевич,1875,1904,14
Иванов Сергей Петрович,1924,1948,11
Смирнов Петр Андреевич,1823,1827,6
Лебедев Сергей Алексеевич,1922,2019,10
Попов Петр Николаевич,1964,1993,1
Петров Никита Иванович,1902,1955,8
Сидоров Петр Васильевич,1913,1969,6
Смирнов Юрий Юрьевич,1876,1919,9
Петров Никита Николаевич,1877,1915,8
Сидоров Юрий Федорович,1849,2008,4
Попов Андрей Петрович,2015,2024,2
Смирнов Петр Федорович,1933,1963,14
Кузнецов Владимир Васильевич,1860,1939,1
Волков Владимир Алексеевич,1924,2006,6
Новиков Никита Васильевич,1907,1943,4
Сидоров Алексей Дмитриевич,1817,2008,6
Кузнецов Иван Юрьевич,1948,1988,6
Петров Сергей Иванович,1868,2000,13
Фролов Андрей Юрьевич,1905,1922,14
Кузнецов Сергей Иванович,1888,1979,10
Волков Владимир Алексеевич,1838,1946,8
Лебедев Юрий Алексеевич,1818,1993,12
Смирнов Сергей Петрович,1881,1970,8
Новиков Дмитрий Васильевич,1872,2017,10
Волков Петр Васильевич,1854,1899,0
Сидоров Иван Федорович,1800,1908,0
Кузнецов Владимир Дмитриевич,1824,1974,13
Петров Владимир Николаевич,1810,1945,4
Новиков Владимир Иванович,1828,1972,11
Иванов Юрий Алексеевич,1905,1929,14
Попов Дмитрий Юрьевич,1913,1934,14
Новиков Артем Петрович,1951,1988,3
Новиков Владимир Андреевич,1814,1860,3
Волков Иван Васильевич,1952,1955,13
Смирнов Юрий Федорович,1895,1983,6
Лебедев Иван Иванович,1879,1998,9
Смирнов Дмитрий Васильевич,1801,1956,10
Попов Никита Андреевич,1882,2004,10
Сидоров Петр Федорович,1922,1967,1
Петров Сергей Дмитриевич,1961,1996,0
Кузнецов Петр Сергеевич,1916,2022,7
Кузнецов Дмитрий Васильевич,1915,1970,7
Фролов Сергей Николаевич,1837,1934,2
Петров Артем Юрьевич,1990,2011,5
Иванов Владимир Васильевич,1948,2015,1
Сидоров Петр Федорович,1858,1926,14
Сидоров Дмитрий Андреевич,1926,1928,4
Смирнов Алексей Федорович,1865,1945,11
Смирнов Юрий Петрович,1841,1866,14
Фролов Петр Николаевич,1816,1869,7
Попов Никита Алексеевич,1853,1866,2
Петров Сергей Иванович,1817,1877,7
Волков Алексей Иванович,1931,1977,5
Новиков Алексей Николаевич,1922,1977,3
Попов Никита Васильевич,1808,2024,12
Смирнов Юрий Федорович,1849,1979,3
Сидоров Сергей Иванович,1923,1932,10
Кузнецов Юрий Дмитриевич,1823,1987,6
Кузнецов Юрий Дмитриевич,1851,1908,5
Петров Дмитрий Андреевич,1894,1963,10
Попов Никита Федорович,2000,2013,5
Фролов Юрий Николаевич,1867,1885,4
Иванов Юрий Дмитриевич,1979,2002,14
Волков Петр Федорович,1962,2015,12
Попов Дмитрий Алексеевич,1911,2006,2
Кузнецов Юрий Алексеевич,1861,1960,10
Волков Алексей Васильевич,1858,1912,9
Попов Владимир Сергеевич,1852,1869,5
Новиков Андрей Васильевич,1831,1890,8
Попов Андрей Петрович,1890,1942,14
Смирнов Петр Васильевич,1828,1987,0
Новиков Сергей Дмитриевич,1887,1923,13
Лебедев Артем Юрьевич,1916,1927,4
Волков Иван Иванович,1821,1931,0
Кузнецов Петр Васильевич,1828,1945,0
Новиков Никита Петрович,2005,2023,5
Сидоров Сергей Петрович,1897,1995,6
Петров Никита Дмитриевич,1847,1950,11
Новиков Сергей Николаевич,1841,1952,8
Кузнецов Никита Петрович,1836,1925,2
Новиков Артем Николаевич,1811,1870,9
Сидоров Никита Николаевич,1888,1892,12
Смирнов Алексей Иванович,1852,1886,0
Фролов Юрий Иванович,1857,1876,10
Попов Никита Васильевич,1805,2010,12
Сидоров Владимир Юрьевич,1939,1965,12
Сидоров Андрей Федорович,1806,1947,9
Иванов Иван Алексеевич,1915,1956,6
Смирнов Петр Алексеевич,1805,1824,3
Новиков Алексей Васильевич,1809,1829,9
Петров Алексей Федорович,1848,1925,13
Фролов Артем Алексеевич,1828,1903,3
Петров Дмитрий Николаевич,1833,1916,12
Кузнецов Андрей Васильевич,1814,1848,4
Лебедев Андрей Петрович,1931,1973,12
Лебедев Алексей Алексеевич,1888,1971,8
Новиков Артем Юрьевич,1861,1897,7
Волков Юрий Федорович,1809,1861,2
Новиков Юрий Петрович,1850,2023,5
Лебедев Артем Дмитриевич,1831,1931,13
Иванов Алексей Дмитриевич,1841,1992,5
Иванов Никита Николаевич,1830,1978,3
Лебедев Андрей Федорович,1828,1925,9
Лебедев Никита Федорович,1836,1886,6
Волков Иван Сергеевич,1855,1999,11
Новиков Артем Петрович,1970,1988,3
Волков Сергей Федорович,1821,1862,8
Новиков Артем Васильевич,1878,1931,2
Сидоров Андрей Иванович,1808,1874,10
Волков Владимир Юрьевич,1844,1943,14
Волков Сергей Петрович,1809,2004,7
Иванов Петр Сергеевич,1852,1939,5
Попов Дмитрий Федорович,1875,2012,3
Смирнов Дмитрий Дмитриевич,1890,2018,13
Кузнецов Дмитрий Юрьевич,1881,1916,8
Волков Алексей Васильевич,1925,1941,11
Новиков Артем Алексеевич,1823,2013,5
Сидоров Дмитрий Андреевич,1832,1946,7
Иванов Алексей Федорович,1810,1917,8
Иванов Артем Юрьевич,1877,1877,4
Фролов Артем Иванович,1823,1946,8
Новиков Никита Федорович,1862,1951,6
Смирнов Юрий Алексеевич,1822,2003,11
Иванов Владимир Иванович,1859,1983,2
Смирнов Никита Юрьевич,1818,2020,14
Новиков Владимир Юрьевич,1894,1914,10
Петров Артем Дмитриевич,2007,2019,13
Петров Юрий Андреевич,1813,1986,0
Лебедев Сергей Петрович,1805,1830,8
Попов Юрий Федорович,1868,1890,12
Волков Сергей Васильевич,1904,1932,3
Петров Алексей Андреевич,1985,2001,3
Кузнецов Андрей Васильевич,1811,1957,11
Смирнов Сергей Федорович,1845,1901,13
Попов Владимир Юрьевич,1882,1915,8
Иванов Петр Андреевич,1844,1972,6
Лебедев Владимир Иванович,1834,1869,1
Новиков Юрий Сергеевич,1857,1954,4
Лебедев Андрей Иванович,1825,1906,14
Новиков Никита Дмитриевич,1807,1879,13
Смирнов Алексей Алексеевич,1863,1893,1
Лебедев Андрей Петрович,1956,1984,13
Волков Алексей Петрович,1828,1840,14
Волков Андрей Сергеевич,1810,1812,2
Фролов Алексей Федорович,1802,1875,1
Сидоров Юрий Алексеевич,1826,1890,7
Смирнов Петр Дмитриевич,1818,1992,13
Сидоров Иван Васильевич,1927,1964,8
Лебедев Сергей Иванович,1934,1977,10
Иванов Петр Федорович,1881,1937,11
Попов Сергей Николаевич,1853,1975,6
Фролов Артем Юрьевич,1834,1868,9
Фролов Дмитрий Федорович,1922,1983,9
Попов Петр Петрович,1879,1931,7
Петров Артем Сергеевич,1878,1982,0
Попов Владимир Иванович,1907,1908,2
Петров Дмитрий Юрьевич,1934,1951,10
Фролов Сергей Юрьевич,1887,2002,13
Иванов Владимир Васильевич,1870,1904,4
Сидоров Андрей Николаевич,1883,1922,14
Волков Никита Алексеевич,1800,2022,6
Сидоров Артем Дмитриевич,1856,2002,8
Сидоров Артем Юрьевич,1930,1969,7
Иванов Андрей Петрович,1846,1877,7
Попов Андрей Андреевич,1818,1917,5
Смирнов Сергей Иванович,1992,2013,4
Попов Иван Васильевич,1929,2008,13
Попов Артем Алексеевич,1808,1895,9
Попов Алексей Андреевич,1990,1990,4
Фролов Алексей Сергеевич,1891,1922,9
Фролов Никита Андреевич,1808,1870,6
Петров Андрей Петрович,1804,1828,9
Смирнов Петр Федорович,1805,1810,12
Фролов Дмитрий Иванович,1851,1996,9
Кузнецов Дмитрий Петрович,1802,1865,6
Смирнов Артем Федорович,1872,1966,12
Иванов Андрей Андреевич,1841,1917,2
Волков Алексей Сергеевич,1830,2006,8
Волков Владимир Васильевич,1844,1910,0
Кузнецов Сергей Петрович,1984,1995,10
Кузнецов Юрий Юрьевич,1918,1985,9
Фролов Артем Сергеевич,1981,2017,2
Волков Андрей Иванович,1926,1936,5
Смирнов Алексей Юрьевич,1897,1998,12
Волков Сергей Федорович,1812,1914,6
Иванов Юрий Андреевич,1820,1835,6
Лебедев Юрий Васильевич,1819,1881,5
Петров Владимир Алексеевич,1953,2020,1
Волков Никита Федорович,1854,1905,10
Попов Петр Алексеевич,1927,1979,3
Волков Артем Николаевич,1931,1996,8
Смирнов Алексей Федорович,1808,2000,12
Иванов Никита Иванович,1859,1938,14
Иванов Петр Николаевич,1828,1831,0
Лебедев Дмитрий Николаевич,1831,1879,3
Смирнов Петр Николаевич,1882,1892,11
Кузнецов Никита Николаевич,1949,1992,12
Смирнов Андрей Федорович,1823,1916,6
Фролов Артем Иванович,1955,2024,12
Попов Сергей Андреевич,1810,2001,11
Волков Артем Федорович,1924,1963,14
Лебедев Петр Юрьевич,1827,1960,9
Иванов Владимир Сергеевич,1954,1964,13
Фролов Иван Петрович,1923,1923,8
Смирнов Алексей Андреевич,1908,1917,2
Попов Никита Алексеевич,1806,1829,7
Волков Иван Юрьевич,1896,1975,4
Сидоров Алексей Алексеевич,1817,1976,4
Сидоров Иван Юрьевич,1908,1941,4
Иванов Петр Федорович,1886,1907,5
Кузнецов Владимир Андреевич,1858,1989,10
Петров Андрей Николаевич,1805,1919,13
Иванов Юрий Иванович,1902,1993,5
Сидоров Артем Васильевич,1958,2001,4
Волков Дмитрий Васильевич,1876,2003,3
Новиков Андрей Петрович,1874,1951,9
Сидоров Юрий Николаевич,1988,2022,12
Попов Андрей Дмитриевич,1808,1917,7
Петров Андрей Алексеевич,1899,2024,4
Лебедев Иван Сергеевич,1951,1991,1
Сидоров Юрий Федорович,1864,2020,0
Петров Андрей Андреевич,1888,1972,0
Кузнецов Петр Иванович,1821,1947,9
Попов Владимир Федорович,1847,1948,8
Кузнецов Алексей Васильевич,1834,1856,5
Кузнецов Дмитрий Дмитриевич,1822,1868,8
Петров Алексей Николаевич,1850,1969,4
Попов Андрей Иванович,1810,1946,8
Новиков Владимир Федорович,1961,2019,11
Смирнов Владимир Петрович,1889,1950,2
Волков Иван Сергеевич,1905,1947,11
Сидоров Владимир Иванович,1830,1921,0
Кузнецов Алексей Сергеевич,1828,1882,0
Попов Андрей Дмитриевич,1868,1909,12
Новиков Владимир Петрович,1891,1953,12
Петров Владимир Иванович,1819,1953,12
Кузнецов Владимир Васильевич,1972,2000,10
Волков Иван Петрович,1944,1995,2
Иванов Андрей Федорович,1812,1938,14
Сидоров Артем Васильевич,1879,1946,9
Волков Владимир Юрьевич,1883,2017,3
Кузнецов Сергей Васильевич,1876,2017,5
Петров Артем Петрович,1802,1897,11
Петров Артем Андреевич,1804,1941,12
Попов Петр Андреевич,1911,1939,4
Попов Иван Федорович,1832,1965,8
Новиков Алексей Петрович,1853,1855,0
Смирнов Сергей Юрьевич,1838,1897,7
Попов Артем Васильевич,1916,2021,4
Иванов Иван Николаевич,1876,1947,13
Иванов Юрий Иванович,1939,1941,0
Волков Дмитрий Петрович,1888,1991,2
Иванов Владимир Сергеевич,1818,1863,4
Волков Владимир Андреевич,1811,1963,10
Волков Юрий Юрьевич,1905,1948,9
Новиков Андрей Юрьевич,1852,1925,2
Попов Иван Алексеевич,1850,1865,13
Лебедев Никита Васильевич,1827,1876,11
Смирнов Иван Николаевич,1843,1947,2
Петров Юрий Сергеевич,1823,1912,9
Петров Никита Васильевич,1930,1989,13
Попов Иван Петрович,1906,2003,6
Попов Андрей Федорович,1967,1991,6
Петров Петр Николаевич,1859,1869,8
Петров Алексей Иванович,1830,2022,2
Иванов Артем Дмитриевич,1874,1982,4
Лебедев Дмитрий Андреевич,1987,2006,4
Лебедев Иван Алексеевич,1946,1967,0
Сидоров Юрий Алексеевич,1966,1978,11
Иванов Владимир Петрович,1891,2013,4
Волков Андрей Васильевич,1888,2010,12
Иванов Алексей Сергеевич,1807,1931,12
Смирнов Артем Юрьевич,2006,2013,8
Иванов Юрий Николаевич,1922,1963,5
Петров Петр Петрович,1861,1872,6
Волков Артем Иванович,1895,1946,11
Фролов Юрий Юрьевич,1830,1860,7
Волков Иван Алексеевич,1912,2000,2
Сидоров Никита Иванович,1823,1946,3
Петров Артем Васильевич,1997,2017,3
Фролов Андрей Андреевич,1971,1983,8
Волков Алексей Федорович,1822,1991,11
Лебедев Андрей Николаевич,1825,1855,10
Фролов Никита Алексеевич,1822,1977,11
Иванов Артем Дмитриевич,1824,1911,14
Фролов Андрей Васильевич,1820,1892,7
Кузнецов Владимир Петрович,1836,1855,10
Сидоров Петр Юрьевич,1938,1968,13
Кузнецов Иван Петрович,1831,1968,3
Иванов Юрий Николаевич,1807,1991,0
Смирнов Владимир Васильевич,1801,2003,3
Лебедев Артем Петрович,1927,2012,4
Иванов Артем Иванович,1821,1978,12
Лебедев Юрий Андреевич,1938,2003,0
Смирнов Сергей Алексеевич,1842,1993,6
Фролов Артем Федорович,1823,1897,12
Волков Артем Алексеевич,1817,1946,11
Сидоров Сергей Федорович,1919,1987,2
Фролов Юрий Федорович,1946,1955,5
Попов Петр Алексеевич,1917,2021,4
Попов Владимир Сергеевич,1825,2013,7
Кузнецов Владимир Дмитриевич,1884,1912,2
Фролов Иван Сергеевич,1825,1876,4
Фролов Алексей Андреевич,1897,1912,0
Попов Юрий Дмитриевич,1914,1935,6
Новиков Дмитрий Сергеевич,1801,1926,12
Иванов Дмитрий Юрьевич,1887,1894,10
Кузнецов Артем Иванович,1881,2013,5
Лебедев Петр Дмитриевич,1971,2000,6
Лебедев Юрий Сергеевич,1827,1979,5
Смирнов Дмитрий Васильевич,1966,2005,5
Кузнецов Сергей Дмитриевич,1924,2021,11
Новиков Петр Сергеевич,1882,1892,5
Петров Алексей Алексеевич,1818,1882,11
Сидоров Артем Иванович,1868,1891,14
Новиков Артем Андреевич,1956,1987,13
Лебедев Юрий Сергеевич,1930,1967,11
Новиков Петр Иванович,1891,2009,10
Петров Сергей Николаевич,1974,2002,8
Иванов Артем Иванович,1845,1876,11
Попов Сергей Николаевич,1940,1968,11
Волков Иван Федорович,1896,1972,14
Кузнецов Андрей Юрьевич,1858,2017,0
Сидоров Андрей Дмитриевич,1866,1956,12
Попов Никита Иванович,1829,1941,2
Волков Артем Алексеевич,1834,1866,14
Сидоров Алексей Юрьевич,1897,1986,4
Смирнов Андрей Сергеевич,1858,1931,4
Фролов Сергей Иванович,1939,2013,9
Иванов Сергей Андреевич,1850,1982,5
Лебедев Владимир Дмитриевич,1975,1987,4
Петров Артем Дмитриевич,1920,1983,4
Лебедев Дмитрий Дмитриевич,1853,1999,9
Иванов Иван Андреевич,1884,1998,0
Лебедев Владимир Иванович,1901,2016,12
Петров Петр Иванович,1862,1980,1
Иванов Владимир Сергеевич,1858,2008,4
Петров Артем Сергеевич,1904,2004,7
Сидоров Петр Иванович,1895,1944,10
Иванов Сергей Федорович,1828,1959,4
Сидоров Алексей Иванович,1815,1837,10
Лебедев Андрей Юрьевич,1853,1946,7
Петров Иван Иванович,1923,1991,12
Иванов Сергей Васильевич,1837,1916,12
Попов Сергей Федорович,1886,1897,5
Волков Никита Алексеевич,2001,2024,1
Волков Артем Федорович,1814,1878,4
Петров Юрий Андреевич,1806,1824,10
Волков Алексей Дмитриевич,1889,1903,2
Попов Иван Николаевич,1812,1876,12
Фролов Юрий Петрович,1854,1999,8
Кузнецов Андрей Алексеевич,1819,2007,9
Кузнецов Сергей Андреевич,1847,1980,14
Кузнецов Иван Алексеевич,1869,1980,14
Новиков Юрий Андреевич,1871,1926,14
Новиков Дмитрий Петрович,1872,1885,9
Фролов Артем Дмитриевич,1958,1976,8
Лебедев Андрей Федорович,1836,1855,1
Фролов Сергей Николаевич,1873,2015,9
Смирнов Юрий Андреевич,1817,1872,6
Волков Петр Николаевич,1836,2007,8
Сидоров Артем Васильевич,1843,2005,2
Новиков Артем Алексеевич,1867,2009,5
Сидоров Андрей Андреевич,1876,1884,2
Смирнов Артем Юрьевич,1857,1937,4
Сидоров Андрей Васильевич,1879,1880,7
Фролов Петр Федорович,1879,1973,11
Смирнов Алексей Николаевич,1810,1997,12
Новиков Юрий Алексеевич,1851,1883,14
Попов Никита Федорович,1843,2006,12
Волков Андрей Федорович,1931,1952,12
Новиков Алексей Дмитриевич,1849,1859,11
Сидоров Андрей Андреевич,1852,1866,2
Кузнецов Иван Петрович,1903,1935,13
Новиков Петр Андреевич,1894,1962,1
Смирнов Алексей Андреевич,1880,1966,5
Новиков Алексей Петрович,1861,1976,2
Кузнецов Артем Петрович,1969,2008,7
Кузнецов Алексей Иванович,1814,1937,7
Петров Петр Иванович,1834,1878,7
Сидоров Артем Юрьевич,1921,1941,4
Лебедев Алексей Андреевич,1900,1993,8
Кузнецов Петр Федорович,1842,1948,0
Сидоров Владимир Федорович,1824,1957,0
Фролов Артем Иванович,1893,2018,12
Новиков Дмитрий Юрьевич,1981,1984,2
Волков Петр Дмитриевич,1902,2009,13
Иванов Дмитрий Васильевич,1831,1978,14
Новиков Сергей Дмитриевич,1817,1948,2
Фролов Андрей Юрьевич,1885,2021,5
Новиков Петр Васильевич,1811,1826,2
Лебедев Петр Николаевич,1841,1863,11
Сидоров Петр Иванович,1882,1982,11
Лебедев Алексей Васильевич,1995,2003,13
Кузнецов Артем Сергеевич,1931,2003,5
Петров Юрий Андреевич,1865,1926,0
Иванов Сергей Николаевич,1948,1976,4
Петров Петр Васильевич,1947,1969,13
Попов Артем Юрьевич,1810,1921,8
Новиков Владимир Алексеевич,1824,1827,7
Петров Иван Дмитриевич,1880,1885,6
Новиков Владимир Дмитриевич,1950,2008,10
Кузнецов Артем Николаевич,1865,1962,5
Фролов Петр Николаевич,1877,2010,9
Кузнецов Алексей Юрьевич,1909,1998,1
Новиков Никита Петрович,1914,1964,1
Фролов Дмитрий Юрьевич,1836,1870,2
Лебедев Никита Юрьевич,1887,1989,9
Кузнецов Артем Васильевич,1813,1894,7
Попов Алексей Петрович,1944,2008,1
Смирнов Иван Федорович,1848,1972,1
Петров Никита Васильевич,1806,1929,5
Попов Алексей Васильевич,1812,2002,11
Сидоров Никита Сергеевич,1989,1998,13
Фролов Артем Алексеевич,1802,1947,9
Попов Юрий Иванович,1812,1844,3
Волков Артем Дмитриевич,1821,2020,14
Сидоров Дмитрий Юрьевич,1903,1918,5
Смирнов Сергей Дмитриевич,1812,1953,5
Волков Сергей Федорович,1892,1989,10
Волков Сергей Юрьевич,1849,1908,3
Сидоров Алексей Андреевич,1929,1937,8
Волков Артем Юрьевич,1842,1891,11
Лебедев Сергей Юрьевич,1813,1921,2
Волков Дмитрий Федорович,1805,1882,3
Сидоров Иван Алексеевич,1933,2012,3
Новиков Владимир Сергеевич,1882,1893,14
Новиков Юрий Дмитриевич,1875,1951,0
Фролов Андрей Васильевич,1850,1975,4
Волков Юрий Николаевич,1913,1953,11
Смирнов Юрий Алексеевич,1848,1995,8
Лебедев Артем Николаевич,1837,1978,5
Попов Андрей Юрьевич,1878,1888,13
Иванов Петр Алексеевич,1810,2012,13
Иванов Владимир Петрович,1832,1895,3
Кузнецов Дмитрий Алексеевич,1858,1980,11
Иванов Владимир Дмитриевич,1934,1983,11
Волков Дмитрий Андреевич,1901,1967,2
Лебедев Андрей Алексеевич,1935,1970,1
Кузнецов Юрий Николаевич,1814,1947,10
Смирнов Андрей Сергеевич,1821,1901,8
Фролов Андрей Андреевич,1832,1898,8
Новиков Алексей Дмитриевич,1871,1992,11
Лебедев Петр Николаевич,1922,2018,13
Сидоров Андрей Васильевич,1858,1927,9
Фролов Юрий Дмитриевич,1985,2007,14
Петров Сергей Николаевич,1946,1969,12
Петров Владимир Иванович,1862,1886,11
Лебедев Алексей Дмитриевич,1955,1958,9
Сидоров Никита Иванович,1926,2022,11
Сидоров Артем Юрьевич,1803,1959,11
Новиков Иван Сергеевич,1871,1963,1
Кузнецов Сергей Николаевич,1817,1933,10
Смирнов Юрий Дмитриевич,1887,1920,3
Фролов Дмитрий Андреевич,1991,1993,11
Попов Никита Алексеевич,1803,1892,3
Кузнецов Артем Николаевич,1904,1978,0
Петров Андрей Николаевич,1946,1976,2
Кузнецов Алексей Иванович,1994,2003,7
Новиков Петр Дмитриевич,1825,1850,11
Кузнецов Сергей Иванович,1839,1917,8
Волков Юрий Николаевич,1804,1929,8
Лебедев Юрий Дмитриевич,1857,2022,4
Лебедев Алексей Андреевич,1843,2014,13
Волков Андрей Андреевич,1943,1963,5
Петров Владимир Федорович,1878,1970,6
Иванов Петр Федорович,1892,1973,0
Волков Алексей Федорович,1847,1902,2
Волков Никита Сергеевич,1945,1968,5
Кузнецов Дмитрий Николаевич,1897,1924,2
Фролов Алексей Петрович,1845,2023,2
Фролов Андрей Федорович,1844,1923,2
Попов Юрий Иванович,1945,1994,7
Сидоров Алексей Иванович,1810,1981,1
Сидоров Никита Николаевич,1843,1860,9
Сидоров Артем Петрович,1887,1920,0
Сидоров Сергей Николаевич,2003,2010,5
Кузнецов Юрий Федорович,1826,2004,4
Волков Дмитрий Федорович,1897,1961,2
Сидоров Никита Иванович,1866,1893,7
Новиков Владимир Алексеевич,1807,1857,0
Петров Артем Алексеевич,1870,2023,9
Кузнецов Иван Юрьевич,1979,2021,8
Иванов Сергей Федорович,1887,1908,2
Волков Владимир Петрович,1808,1978,13
Петров Дмитрий Иванович,1856,1990,2
Новиков Иван Дмитриевич,1829,1958,8
Попов Андрей Федорович,1835,1874,5
Кузнецов Андрей Петрович,1838,1976,2
Иванов Владимир Дмитриевич,1942,2010,4
Новиков Алексей Дмитриевич,1820,1887,2
Иванов Алексей Юрьевич,1871,1974,6
Волков Алексей Николаевич,1908,2008,2
Смирнов Дмитрий Дмитриевич,1816,1970,3
Новиков Владимир Петрович,1974,2011,8
Лебедев Алексей Иванович,1911,1918,1
Иванов Никита Юрьевич,1870,1979,0
Сидоров Никита Дмитриевич,1810,1813,8
Фролов Артем Юрьевич,1959,1973,12
Петров Сергей Дмитриевич,1917,2014,5
Смирнов Дмитрий Алексеевич,1822,1872,12
Сидоров Артем Сергеевич,1805,1820,0
Лебедев Алексей Сергеевич,1901,1995,0
Смирнов Дмитрий Петрович,1855,1894,9
Фролов Дмитрий Андреевич,1876,1991,14
Волков Алексей Дмитриевич,1882,1953,6
Фролов Владимир Иванович,1891,2008,12
Петров Юрий Петрович,1836,1967,11
Кузнецов Сергей Петрович,1883,1995,11
Попов Никита Андреевич,1868,1938,1
Новиков Андрей Сергеевич,1934,1993,2
Лебедев Иван Сергеевич,1962,2023,4
Новиков Никита Васильевич,1988,1995,7
Фролов Андрей Дмитриевич,1818,1895,3
Фролов Юрий Федорович,1896,2007,2
Иванов Алексей Андреевич,1857,1975,6
Петров Сергей Васильевич,1847,1921,12
Новиков Владимир Дмитриевич,1854,1975,13
Новиков Артем Дмитриевич,1894,2015,14
Волков Петр Васильевич,1823,2015,9
Петров Никита Алексеевич,1943,1968,3
Новиков Алексей Андреевич,1850,1951,10
Лебедев Андрей Дмитриевич,1836,1892,4
Новиков Владимир Андреевич,1843,2017,9
Сидоров Юрий Дмитриевич,1875,1993,14
Кузнецов Юрий Алексеевич,1802,1814,11
Фролов Петр Юрьевич,1816,1895,12
Лебедев Алексей Сергеевич,1903,1940,7
Лебедев Дмитрий Иванович,1834,1930,14
Петров Андрей Сергеевич,1914,1947,1
Иванов Артем Петрович,1974,2008,12
Попов Дмитрий Дмитриевич,1880,1937,9
Кузнецов Сергей Иванович,1862,1956,2
Волков Артем Николаевич,1952,2018,13
Волков Алексей Николаевич,1804,1927,7
Сидоров Андрей Андреевич,1801,2009,2
Волков Андрей Васильевич,1835,1954,10
Петров Сергей Сергеевич,1884,1924,2
Иванов Сергей Иванович,1831,1988,6
Петров Владимир Иванович,1902,1958,2
Иванов Юрий Федорович,1827,2016,10
Смирнов Юрий Юрьевич,1898,1946,4
Волков Артем Николаевич,1825,2013,14
Петров Дмитрий Васильевич,1901,2004,2
Кузнецов Владимир Сергеевич,1907,1908,2
Иванов Алексей Юрьевич,1921,1955,4
Сидоров Сергей Андреевич,1945,1991,7
Кузнецов Юрий Иванович,1879,1904,14
Иванов Юрий Дмитриевич,1807,1811,4
Фролов Владимир Алексеевич,1801,2011,9
Лебедев Петр Юрьевич,1964,2008,11
Иванов Дмитрий Васильевич,1915,2003,5
Иванов Петр Дмитриевич,1914,1929,10
Сидоров Сергей Алексеевич,1900,1922,14
Кузнецов Никита Николаевич,1912,1930,7
Новиков Дмитрий Юрьевич,1858,1896,7
Новиков Дмитрий Андреевич,1921,1970,14
Сидоров Никита Андреевич,1890,1890,9
Кузнецов Артем Николаевич,1844,1951,6
Смирнов Юрий Николаевич,1883,1983,3
Петров Дмитрий Федорович,1977,1992,11
Иванов Сергей Петрович,1897,2007,1
Попов Артем Федорович,1879,1970,4
Иванов Иван Юрьевич,1902,1918,8
Волков Дмитрий Юрьевич,1887,1927,13
Лебедев Алексей Андреевич,1856,1967,9
Новиков Андрей Васильевич,1858,2019,2
Петров Дмитрий Иванович,1865,1879,5
Волков Юрий Васильевич,1926,2024,11
Лебедев Владимир Иванович,1878,1980,0
Лебедев Алексей Сергеевич,1874,2008,1
Лебедев Алексей Петрович,1831,1999,2
Иванов Алексей Николаевич,1909,1911,7
Кузнецов Андрей Иванович,1831,1910,2
Кузнецов Артем Петрович,1976,2022,13
Волков Алексей Васильевич,1819,1852,7
Попов Андрей Васильевич,1853,1887,4
Новиков Артем Юрьевич,1850,1977,8
Новиков Сергей Васильевич,1925,1987,2
Петров Юрий Дмитриевич,1922,1959,14
Кузнецов Владимир Николаевич,1983,1989,3
Петров Петр Сергеевич,1951,1977,6
Смирнов Иван Николаевич,1886,1898,13
Волков Иван Алексеевич,1837,1925,11
Фролов Дмитрий Дмитриевич,1937,1998,4
Лебедев Андрей Петрович,1811,1945,8
Лебедев Алексей Петрович,1808,1938,3
Смирнов Алексей Сергеевич,1941,2010,9
Попов Дмитрий Васильевич,1822,1890,9
Волков Алексей Васильевич,1859,1950,10
Лебедев Петр Андреевич,1885,1963,13
Новиков Иван Николаевич,1909,2021,10
Петров Андрей Николаевич,1972,2007,9
Иванов Петр Сергеевич,1822,1823,4
Попов Иван Дмитриевич,1941,2016,8
Иванов Петр Федорович,1958,2009,8
Кузнецов Сергей Федорович,1842,1969,10
Петров Владимир Петрович,1860,1889,6
Волков Владимир Николаевич,1846,2009,5
Новиков Иван Андреевич,1833,1963,14
Лебедев Владимир Николаевич,1968,2011,6
Иванов Никита Васильевич,1864,2008,10
Лебедев Юрий Андреевич,1903,1923,6
Иванов Юрий Федорович,1829,1898,13
Фролов Владимир Петрович,1804,1937,13
Попов Алексей Юрьевич,1823,1961,9
Попов Андрей Алексеевич,1894,1944,3
Иванов Артем Сергеевич,1918,1969,3
Петров Петр Сергеевич,1978,1994,10
Петров Петр Алексеевич,1937,1955,12
Петров Владимир Дмитриевич,1861,1965,12
Сидоров Петр Сергеевич,1807,1993,4
Иванов Алексей Алексеевич,1837,1935,7
Кузнецов Артем Петрович,1818,1983,1
Фролов Дмитрий Федорович,1855,1951,10
Петров Иван Иванович,1908,1915,0
Волков Петр Васильевич,1819,1836,13
Смирнов Юрий Петрович,1819,1998,1
Новиков Сергей Дмитриевич,1913,1987,7
Сидоров Артем Алексеевич,1924,1992,4
Кузнецов Артем Андреевич,1875,2024,6
Фролов Артем Алексеевич,1802,1942,8
Сидоров Андрей Федорович,1863,2009,8
Лебедев Алексей Петрович,1911,1929,2
Сидоров Дмитрий Андреевич,1812,1932,1
Иванов Юрий Андреевич,1923,1938,2
